"Week","WhiteBread","Ham","Onion","Pickle","Tuna","Spread"
"1","100000.0","100000.0","0.0","0.0","0.0","100000.0"
"1","68000.0","0.0","0.0","0.0","0.0","0.0"
"2","100720.0","79000.0","0.0","0.0","0.0","0.0"
"3","17600.0","70000.0","0.0","0.0","0.0","0.0"
"4","86480.0","41000.0","0.0","0.0","0.0","0.0"
"5","117600.0","10500.0","0.0","0.0","0.0","0.0"
"6","115120.0","60500.0","0.0","0.0","0.0","0.0"
"7","22720.0","70000.0","0.0","0.0","0.0","0.0"
"8","75600.0","59500.0","0.0","0.0","0.0","0.0"
