"orderName","numOfOrder","numOfaccept","numOfReject","WhiteBread","WhiteBreadNeed","Ham","HamNeed","OnionNeed","Onion","Pickle","PickleNeed","Tuna","TunaNeed","Spread","SpreadNeed"
"HamSandwich","2500","1190","1310","100000.0","210000.0","100000.0","125000.0","0.0","0.0","0.0","0.0","0.0","0.0","100000.0","15000.0"
"HamSandwich","3950","1190","2760","100000.0","331800.0","100000.0","197500.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","23700.0"
"HamSandwich","3500","1730","1770","209960.0","294000.0","84500.0","175000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","21000.0"
"HamSandwich","3500","2500","1000","331720.0","294000.0","155500.0","175000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","21000.0"
"HamSandwich","3500","3110","390","229280.0","294000.0","175000.0","175000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","21000.0"
"HamSandwich","3500","2219","1281","166360.0","294000.0","144500.0","175000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","21000.0"
"HamSandwich","3500","2500","1000","273920.0","294000.0","125000.0","175000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","21000.0"
"HamSandwich","3500","2227","1273","293956.0","294000.0","126450.0","175000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","21000.0"
