"Week","WhiteBread","Ham","Onion","Pickle","Tuna","Spread"
"1","100000.0","100000.0","0.0","0.0","0.0","100000.0"
"1","419960.0","209500.0","0.0","0.0","0.0","0.0"
"2","713920.0","383000.0","0.0","0.0","0.0","0.0"
"3","650960.0","425000.0","0.0","0.0","0.0","0.0"
"4","289840.0","217000.0","0.0","0.0","0.0","11780.0"
"5","187904.0","73800.0","0.0","0.0","0.0","41996.0"
"6","228016.0","53200.0","0.0","0.0","0.0","42000.0"
"7","587996.0","311950.0","0.0","0.0","0.0","16798.0"
"8","454480.0","350000.0","0.0","0.0","0.0","0.0"
