"Week","WhiteBread","Ham","Onion","Pickle","Tuna","Spread"
"1","100000.0","100000.0","0.0","0.0","0.0","100000.0"
"1","419960.0","209500.0","0.0","0.0","0.0","0.0"
"2","587920.0","309000.0","0.0","0.0","0.0","0.0"
"3","521600.0","350000.0","0.0","0.0","0.0","0.0"
"4","412480.0","291000.0","0.0","0.0","0.0","11540.0"
"5","392864.0","194800.0","0.0","0.0","0.0","41996.0"
"6","303616.0","96200.0","0.0","0.0","0.0","42000.0"
"7","520000.0","350000.0","0.0","0.0","0.0","24316.0"
"8","445200.0","350000.0","0.0","0.0","0.0","5404.0"
