"Week","WhiteBread","Ham","Onion","Pickle","Tuna","Spread"
"1","100000.0","100000.0","0.0","0.0","0.0","100000.0"
"1","68000.0","0.0","0.0","0.0","0.0","0.0"
"2","75520.0","64000.0","0.0","0.0","0.0","0.0"
"3","0.0","57000.0","0.0","0.0","0.0","0.0"
"4","72200.0","21000.0","0.0","0.0","0.0","0.0"
"5","72200.0","0.0","0.0","0.0","0.0","0.0"
"6","30240.0","2000.0","0.0","0.0","0.0","0.0"
"7","63880.0","65000.0","0.0","0.0","0.0","0.0"
"8","38680.0","64000.0","0.0","0.0","0.0","0.0"
