"Week","WhiteBread","Ham","Onion","Pickle","Tuna","Spread"
"1","100000.0","100000.0","0.0","0.0","0.0","100000.0"
"1","419960.0","209500.0","0.0","0.0","0.0","0.0"
"2","537520.0","279500.0","0.0","0.0","0.0","0.0"
"3","394760.0","275000.0","0.0","0.0","0.0","0.0"
"4","173920.0","145500.0","0.0","0.0","0.0","0.0"
"5","217640.0","89500.0","0.0","0.0","0.0","12080.0"
"6","227344.0","82600.0","0.0","0.0","0.0","21596.0"
"7","476912.0","325000.0","0.0","0.0","0.0","38088.0"
"8","447976.0","320000.0","0.0","0.0","0.0","26344.0"
