"totalPaticipant","totalOrder","totalOrderAccept","totalOrderReject","WB","WB_after","Ham","Ham_after","Onion","Onion_after","Pickle","Pickle_after","Tuna","Tuna_after","Spread","Spread_after"
"2","200","0","200","103280.0","103280.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","67360.0","67360.0"
"2","200","200","0","201600.0","168000.0","56000.0","46000.0","0.0","0.0","0.0","0.0","0.0","0.0","67360.0","66160.0"
"2","200","200","0","168000.0","134400.0","46000.0","36000.0","0.0","0.0","0.0","0.0","0.0","0.0","66160.0","64960.0"
"2","200","200","0","134400.0","100800.0","36000.0","26000.0","0.0","0.0","0.0","0.0","0.0","0.0","64960.0","63760.0"
"2","200","200","0","100800.0","67200.0","26000.0","16000.0","0.0","0.0","0.0","0.0","0.0","0.0","63760.0","62560.0"
"2","200","200","0","67200.0","33600.0","16000.0","6000.0","0.0","0.0","0.0","0.0","0.0","0.0","62560.0","61360.0"
"2","200","120","80","33600.0","13440.0","6000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","61360.0","60640.0"
"2","200","0","200","13440.0","13440.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","60640.0","60640.0"
"2","200","200","0","27760.0","2560.0","70000.0","60000.0","0.0","0.0","0.0","0.0","0.0","0.0","60640.0","59440.0"
"2","200","30","170","2560.0","40.0","60000.0","58500.0","0.0","0.0","0.0","0.0","0.0","0.0","59440.0","59260.0"
"2","200","0","200","40.0","40.0","58500.0","58500.0","0.0","0.0","0.0","0.0","0.0","0.0","59260.0","59260.0"
