"orderName","numOfOrder","numOfaccept","numOfReject","WhiteBread","WhiteBreadNeed","Ham","HamNeed","OnionNeed","Onion","Pickle","PickleNeed","Tuna","TunaNeed","Spread","SpreadNeed"
"HamSandwich","5000","1190","3810","100000.0","420000.0","100000.0","250000.0","0.0","0.0","0.0","0.0","0.0","0.0","100000.0","30000.0"
"HamSandwich","8500","1190","7310","100000.0","714000.0","100000.0","425000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","51000.0"
"HamSandwich","9100","0","9100","0.0","764400.0","0.0","455000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","54600.0"
"HamSandwich","7900","0","7900","0.0","663600.0","0.0","395000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","47400.0"
"HamSandwich","7000","0","7000","0.0","588000.0","0.0","350000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42000.0"
"HamSandwich","7000","0","7000","0.0","588000.0","0.0","350000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42000.0"
"HamSandwich","7000","0","7000","0.0","588000.0","0.0","350000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42000.0"
"HamSandwich","7000","0","7000","0.0","588000.0","0.0","350000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42000.0"
