"Week","WhiteBread","Ham","Onion","Pickle","Tuna","Spread"
"1","100000.0","100000.0","0.0","0.0","0.0","100000.0"
"1","209960.0","84500.0","0.0","0.0","0.0","0.0"
"2","319120.0","147500.0","0.0","0.0","0.0","0.0"
"3","281360.0","207500.0","0.0","0.0","0.0","0.0"
"4","304960.0","225000.0","0.0","0.0","0.0","0.0"
"5","407396.0","203950.0","0.0","0.0","0.0","0.0"
"6","436756.0","215450.0","0.0","0.0","0.0","15434.0"
"7","279428.0","200350.0","0.0","0.0","0.0","33296.0"
"8","273844.0","207550.0","0.0","0.0","0.0","35400.0"
