"Week","WhiteBread","Ham","Onion","Pickle","Tuna","Spread"
"1","100000.0","100000.0","0.0","0.0","0.0","100000.0"
"1","68000.0","0.0","0.0","0.0","0.0","0.0"
"2","110800.0","85000.0","0.0","0.0","0.0","0.0"
"3","17600.0","70000.0","0.0","0.0","0.0","0.0"
"4","76400.0","35000.0","0.0","0.0","0.0","0.0"
"5","117600.0","15000.0","0.0","0.0","0.0","0.0"
"6","117556.0","60450.0","0.0","0.0","0.0","0.0"
"7","32800.0","70000.0","0.0","0.0","0.0","0.0"
"8","83244.0","59550.0","0.0","0.0","0.0","0.0"
