"Week","WhiteBread","Ham","Onion","Pickle","Tuna","Spread"
"1","100000.0","100000.0","0.0","0.0","0.0","100000.0"
"1","209960.0","84500.0","0.0","0.0","0.0","0.0"
"2","356920.0","170500.0","0.0","0.0","0.0","0.0"
"3","319160.0","227500.0","0.0","0.0","0.0","0.0"
"4","197440.0","159500.0","0.0","0.0","0.0","0.0"
"5","181520.0","72500.0","0.0","0.0","0.0","0.0"
"6","293956.0","132450.0","0.0","0.0","0.0","1574.0"
"7","238520.0","175000.0","0.0","0.0","0.0","10580.0"
"8","140788.0","129350.0","0.0","0.0","0.0","20996.0"
