"totalPaticipant","totalOrder","totalOrderAccept","totalOrderReject","WB","WB_after","Ham","Ham_after","Onion","Onion_after","Pickle","Pickle_after","Tuna","Tuna_after","Spread","Spread_after"
"10","1000","52","948","72368.0","68000.0","2600.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","17996.0","17684.0"
"10","1000","0","1000","68000.0","68000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","17684.0","17684.0"
"10","1000","0","1000","68000.0","68000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","17684.0","17684.0"
"10","1000","1000","0","371616.0","220416.0","96200.0","46200.0","0.0","0.0","0.0","0.0","0.0","0.0","59684.0","47684.0"
"10","1000","924","76","220416.0","142800.0","46200.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","47684.0","36596.0"
"10","1000","0","1000","142800.0","142800.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","36596.0","36596.0"
"10","1000","0","1000","142800.0","142800.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","36596.0","36596.0"
"10","1000","0","1000","142800.0","142800.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","36596.0","36596.0"
"10","1000","0","1000","142800.0","142800.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","36596.0","36596.0"
"10","1000","0","1000","142800.0","142800.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","36596.0","36596.0"
"10","1000","1000","0","662800.0","494800.0","350000.0","300000.0","0.0","0.0","0.0","0.0","0.0","0.0","60912.0","42912.0"
"10","1000","1000","0","494800.0","352000.0","300000.0","250000.0","0.0","0.0","0.0","0.0","0.0","0.0","42912.0","31052.0"
"10","1000","1000","0","352000.0","268000.0","250000.0","200000.0","0.0","0.0","0.0","0.0","0.0","0.0","31052.0","19052.0"
