"Week","WhiteBread","Ham","Onion","Pickle","Tuna","Spread"
"1","100000.0","100000.0","0.0","0.0","0.0","100000.0"
"1","68000.0","0.0","0.0","0.0","0.0","0.0"
"2","85600.0","70000.0","0.0","0.0","0.0","0.0"
"3","17600.0","70000.0","0.0","0.0","0.0","0.0"
"4","101600.0","50000.0","0.0","0.0","0.0","0.0"
"5","117600.0","10500.0","0.0","0.0","0.0","0.0"
"6","100000.0","60500.0","0.0","0.0","0.0","0.0"
"7","16000.0","70000.0","0.0","0.0","0.0","0.0"
"8","84000.0","59500.0","0.0","0.0","0.0","0.0"
